As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,CATB,CATABASIS PHARMACEUTICALS IN COMMON STOCK USD.001,0.0021821500,131365.4400000000
2021-02-28,FGBI,FIRST GUARANTY BANCSHARES IN COMMON STOCK,0.0021514300,129515.7600000000
2021-02-28,WRAP,WRAP TECHNOLOGIES INC COMMON STOCK USD.0001,0.0021511800,129501.2000000000
2021-02-28,PHAS,PHASEBIO PHARMACEUTICALS INC COMMON STOCK USD.001,0.0020886900,125739.1600000000
2021-02-28,BDSX,BIODESIX INC COMMON STOCK,0.0020527000,123572.4000000000
2021-02-28,GTT,GTT COMMUNICATIONS INC COMMON STOCK USD.0001,0.0020320300,122327.8400000000
2021-02-28,SIEB,SIEBERT FINANCIAL CORP COMMON STOCK USD.01,0.0019666800,118393.8400000000
2021-02-28,MTCR,METACRINE INC COMMON STOCK,0.0019485100,117300.0000000000
2021-02-28,GNLN,GREENLANE HOLDINGS INC   A COMMON STOCK USD.01,0.0019287100,116108.3200000000
2021-02-28,BSBK,BOGOTA FINANCIAL CORP COMMON STOCK,0.0018732500,112769.8200000000
2021-02-28,STSA,SATSUMA PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0018680800,112458.3200000000
2021-02-28,TH,TARGET HOSPITALITY CORP COMMON STOCK USD.0001,0.0018629400,112148.8500000000
2021-02-28,CWBR,COHBAR INC COMMON STOCK USD.001,0.0018400900,110773.5300000000
2021-02-28,BMTX,BM TECHNOLOGIES INC COMMON STOCK USD.0001,0.0017743500,106815.8700000000
2021-02-28,SCPH,SCPHARMACEUTICALS INC COMMON STOCK,0.0017649500,106249.8600000000
2021-02-28,NL,NL INDUSTRIES COMMON STOCK USD.125,0.0017504700,105378.2400000000
2021-02-28,SWKH,SWK HOLDINGS CORP COMMON STOCK USD.001,0.0017393100,104706.2500000000
2021-02-28,ENOB,ENOCHIAN BIOSCIENCES INC COMMON STOCK,0.0017251900,103856.5200000000
2021-02-28,VERO,VENUS CONCEPT INC COMMON STOCK USD.0001,0.0017122900,103079.6000000000
2021-02-28,ASPS,ALTISOURCE PORTFOLIO SOL COMMON STOCK USD1.0,0.0016635200,100143.9900000000
2021-02-28,BSVN,BANK7 CORP COMMON STOCK USD.01,0.0016555200,99661.9900000000
2021-02-28,OSMT,OSMOTICA PHARMACEUTICALS PLC COMMON STOCK USD.01,0.0016218800,97637.2000000000
2021-02-28,NEXT,NEXTDECADE CORP COMMON STOCK USD.0001,0.0014947700,89985.0600000000
2021-02-28,NMRD,NEMAURA MEDICAL INC COMMON STOCK USD.01,0.0014914300,89784.1800000000
2021-02-28,WLL,WHITING PETROLEUM CORP COMMON STOCK,0.0014876600,89557.3000000000
2021-02-28,APRE,APREA THERAPEUTICS INC COMMON STOCK USD.001,0.0014801600,89105.3100000000
2021-02-28,BH.A,BIGLARI HOLDINGS INC A COMMON STOCK,0.0014687100,88416.5400000000
2021-02-28,BXG,BLUEGREEN VACATIONS CORP COMMON STOCK USD.01,0.0014660500,88256.0000000000
2021-02-28,ELA,ENVELA CORP COMMON STOCK USD.01,0.0014437500,86913.7500000000
2021-02-28,,CONTRA ADURO BIOTECH I COMMON STOCK,0.0013887200,83601.0000000000
2021-02-28,SEAC,SEACHANGE INTERNATIONAL INC COMMON STOCK USD.01,0.0012690700,76397.9200000000
2021-02-28,AZYO,AZIYO BIOLOGICS INC CLASS A COMMON STOCK,0.0012307600,74091.6800000000
2021-02-28,VALU,VALUE LINE INC COMMON STOCK USD.1,0.0011831700,71226.4800000000
2021-02-28,PANL,PANGAEA LOGISTICS SOLUTIONS COMMON STOCK USD.0001,0.0011501900,69241.2100000000
2021-02-28,ATXI,AVENUE THERAPEUTICS INC COMMON STOCK USD.0001,0.0011175400,67275.8000000000
2021-02-28,TCI,TRANSCONTINENTAL REALTY INV REIT USD.01,0.0010002700,60216.0000000000
2021-02-28,BLPH,BELLEROPHON THERAPEUTICS INC COMMON STOCK USD.01,0.0009900500,59601.1000000000
2021-02-28,OFED,OCONEE FEDERAL FINANCIAL COR COMMON STOCK USD.01,0.0009277400,55850.0000000000
2021-02-28,VTVT,VTV THERAPEUTICS INC  CL A COMMON STOCK USD.01,0.0009255200,55716.3600000000
2021-02-28,BRID,BRIDGFORD FOODS CORP COMMON STOCK USD1.0,0.0009229800,55563.2000000000
2021-02-28,AVCO,AVALON GLOBOCARE CORP COMMON STOCK USD.0001,0.0008964300,53965.2000000000
2021-02-28,PNRG,PRIMEENERGY RESOURCES CORP COMMON STOCK USD.1,0.0008388200,50497.2000000000
2021-02-28,CIX,COMPX INTERNATIONAL INC COMMON STOCK USD.01,0.0007951800,47869.5000000000
2021-02-28,GWGH,GWG HOLDINGS INC COMMON STOCK USD.001,0.0007006900,42181.7000000000
2021-02-28,VERY,VERICITY INC COMMON STOCK,0.0006721700,40464.4900000000
2021-02-28,NRBO,NEUROBO PHARMACEUTICALS INC COMMON STOCK USD.001,0.0006540500,39373.6700000000
2021-02-28,PROG,PROGENITY INC COMMON STOCK,0.0006386800,38448.6300000000
2021-02-28,AYTU,AYTU BIOSCIENCE INC COMMON STOCK USD.0001,0.0006285100,37836.1100000000
2021-02-28,ARL,AMERICAN REALTY INVESTORS IN COMMON STOCK USD.01,0.0003428700,20640.7400000000
2021-02-28,,MEDIA GEN INC CVR COMMON STOCK,0.0002472200,14882.8000000000
2021-02-28,,CONTRA GTX INC DEL COMMON STOCK,0.0000512800,3087.3000000000
2021-02-28,1RTYH1,E-MINI RUSS 2000  MAR21 XCME 20210319,0.0000000000,30019080.0000000000
2021-02-28,,CANADIAN DOLLAR,0.0000000000,0.0200000000
2021-02-28,,FERROGLOBE REP + WRNTY INS TRU NON TRANSFERABLE BENE INT UNI,0.0000000000,0.0000000000
2021-02-28,,OMTHERA PHARMACEUTICAL CVR COMMON STOCK,0.0000000000,0.0000000000


"Holdings may include collateral held by the fund for securities on loan. In addition, certain securities may be designated as collateral for transactions such as open futures contracts or delayed-delivery securities."
"Any fund holdings shown should not be considered a recommendation of any security by the investment adviser and are subject to change."
"Charles Schwab Investment Management believes this information to be accurate, and is not responsible for any errors. Charles Schwab Investment Management, Inc. and its affiliates are not responsible for subsequent alternative uses of this list beyond this instance."


